V(1) [kV]	V(2) [kV]	V(3) [kV]	I(1) [mA]	I(2) [mA]	I(3) [mA]	MeanV [kV]	MeanI[mA]	SetV [kV]
4.4026430	4.4029204	4.4029204	0.0534538	0.0533772	0.0533404	4.4028279	0.0533905	4.4000000	3781687563.3793745
4.4029204	4.4029204	4.4031980	0.0531423	0.0532971	0.0529108	4.4030129	0.0531167	4.4000000	3781687564.5146623
4.4029204	4.4026430	4.4037528	0.0536071	0.0533209	0.0533741	4.4031054	0.0534340	4.4000000	3781687565.6661806
4.4029204	4.4029204	4.4031980	0.0532008	0.0533654	0.0534451	4.4030129	0.0533371	4.4000000	3781687566.8220696
4.4031980	4.4031980	4.4029204	0.0536524	0.0535562	0.0533448	4.4031055	0.0535178	4.4000000	3781687567.9641566
4.4029204	4.4031980	4.4026430	0.0534968	0.0531834	0.0534559	4.4029205	0.0533787	4.4000000	3781687569.1287146
4.4023656	4.4026430	4.4026430	0.0533142	0.0536886	0.0535268	4.4025505	0.0535099	4.4000000	3781687570.2737303
4.4023656	4.4026430	4.4026430	0.0535609	0.0534351	0.0535648	4.4025505	0.0535203	4.4000000	3781687571.4369407
4.4029204	4.4026430	4.4026430	0.0536888	0.0533970	0.0536132	4.4027355	0.0535663	4.4000000	3781687572.5858102
4.4026430	4.4023656	4.4034754	0.0534437	0.0534034	0.0536868	4.4028280	0.0535113	4.4000000	3781687573.7336087
4.4023656	4.4031980	4.4026430	0.0540367	0.0543979	0.0538038	4.4027355	0.0540795	4.4000000	3781687574.8962960
4.4026430	4.4026430	4.4031980	0.0532507	0.0536854	0.0536825	4.4028280	0.0535395	4.4000000	3781687576.1089888
4.4029204	4.4023656	4.4029204	0.0533268	0.0533936	0.0534935	4.4027355	0.0534046	4.4000000	3781687577.2628913
4.4029204	4.4023656	4.4026430	0.0535158	0.0533661	0.0534176	4.4026430	0.0534332	4.4000000	3781687578.4098382
4.4029204	4.4026430	4.4029204	0.0530138	0.0533074	0.0532806	4.4028279	0.0532006	4.4000000	3781687579.5614176
4.4029204	4.4026430	4.4026430	0.0533397	0.0534964	0.0537496	4.4027355	0.0535285	4.4000000	3781687580.7076249
4.4029204	4.4023656	4.4029204	0.0536429	0.0536967	0.0533356	4.4027355	0.0535584	4.4000000	3781687581.8538976
4.4029204	4.4031980	4.4031980	0.0533305	0.0534411	0.0534583	4.4031055	0.0534100	4.4000000	3781687583.0230670
4.4029204	4.4026430	4.4029204	0.0536394	0.0537019	0.0534905	4.4028279	0.0536106	4.4000000	3781687584.1632290
4.4023656	4.4037528	4.4031980	0.0537048	0.0535617	0.0534842	4.4031055	0.0535836	4.4000000	3781687585.3348818
4.4029204	4.4026430	4.4029204	0.0535778	0.0532567	0.0534663	4.4028279	0.0534336	4.4000000	3781687586.4765344
4.4031980	4.4029204	4.4031980	0.0536786	0.0537198	0.0534121	4.4031055	0.0536035	4.4000000	3781687587.6220679
4.4023656	4.4026430	4.4023656	0.0533247	0.0532881	0.0531382	4.4024581	0.0532503	4.4000000	3781687588.7853551
4.4029204	4.4031980	4.4029204	0.0535078	0.0538885	0.0537976	4.4030129	0.0537313	4.4000000	3781687589.9397030
4.4031980	4.4034754	4.4031980	0.0536166	0.0535989	0.0535788	4.4032905	0.0535981	4.4000000	3781687591.1001801
4.4026430	4.4029204	4.4026430	0.0534812	0.0533854	0.0534224	4.4027355	0.0534297	4.4000000	3781687592.2458434
4.4026430	4.4029204	4.4026430	0.0531479	0.0533226	0.0532891	4.4027355	0.0532532	4.4000000	3781687593.4095631
4.4029204	4.4026430	4.4020882	0.0534974	0.0532730	0.0534222	4.4025505	0.0533975	4.4000000	3781687594.5553079
4.4023656	4.4020882	4.4023656	0.0533473	0.0532761	0.0531029	4.4022731	0.0532421	4.4000000	3781687595.6961999
4.4026430	4.4026430	4.4026430	0.0531504	0.0534736	0.0534176	4.4026430	0.0533472	4.4000000	3781687596.8487544
4.4023656	4.4023656	4.4026430	0.0532885	0.0532351	0.0532893	4.4024581	0.0532710	4.4000000	3781687597.9916415
4.4020882	4.4023656	4.4020882	0.0532059	0.0533198	0.0533909	4.4021807	0.0533055	4.4000000	3781687599.1631408
4.4020882	4.4026430	4.4020882	0.0536398	0.0536320	0.0532653	4.4022731	0.0535124	4.4000000	3781687600.3142214
4.4023656	4.4023656	4.4026430	0.0529745	0.0533931	0.0533491	4.4024581	0.0532389	4.4000000	3781687601.4728246
4.4029204	4.4026430	4.4029204	0.0529987	0.0529268	0.0527088	4.4028279	0.0528781	4.4000000	3781687602.6072302
4.4029204	4.4029204	4.4029204	0.0530944	0.0530928	0.0529955	4.4029204	0.0530609	4.4000000	3781687603.7650785
4.4026430	4.4023656	4.4023656	0.0530661	0.0531364	0.0528641	4.4024581	0.0530222	4.4000000	3781687604.9267554
4.4026430	4.4020882	4.4026430	0.0526840	0.0526273	0.0528055	4.4024581	0.0527056	4.4000000	3781687606.0792656
4.4023656	4.4029204	4.4026430	0.0527751	0.0528921	0.0530584	4.4026430	0.0529085	4.4000000	3781687607.2385392
4.4026430	4.4023656	4.4023656	0.0531040	0.0530328	0.0530055	4.4024581	0.0530474	4.4000000	3781687608.3860793
4.4023656	4.4023656	4.4020882	0.0531737	0.0529578	0.0530445	4.4022731	0.0530586	4.4000000	3781687609.5293474
4.4023656	4.4023656	4.4029204	0.0529834	0.0531797	0.0529546	4.4025505	0.0530392	4.4000000	3781687610.6886287
4.4020882	4.4026430	4.4015334	0.0529701	0.0528281	0.0528366	4.4020882	0.0528783	4.4000000	3781687611.8430696
4.4026430	4.4023656	4.4029204	0.0530111	0.0529155	0.0533128	4.4026430	0.0530798	4.4000000	3781687613.0098314
4.4029204	4.4023656	4.4029204	0.0531017	0.0531803	0.0531467	4.4027355	0.0531429	4.4000000	3781687614.1520290
4.4026430	4.4031980	4.4031980	0.0530164	0.0532733	0.0533818	4.4030130	0.0532238	4.4000000	3781687615.3237848
4.4026430	4.4029204	4.4026430	0.0530836	0.0533020	0.0534666	4.4027355	0.0532841	4.4000000	3781687616.4629817
4.4023656	4.4023656	4.4031980	0.0533831	0.0534850	0.0535961	4.4026431	0.0534881	4.4000000	3781687617.6063919
4.4026430	4.4026430	4.4029204	0.0536093	0.0536980	0.0534739	4.4027355	0.0535937	4.4000000	3781687618.7644815
4.4020882	4.4026430	4.4020882	0.0534152	0.0533906	0.0532651	4.4022731	0.0533570	4.4000000	3781687619.9086976
4.4029204	4.4023656	4.4026430	0.0534362	0.0532243	0.0531347	4.4026430	0.0532651	4.4000000	3781687621.0744562
4.4026430	4.4023656	4.4029204	0.0532533	0.0534404	0.0537172	4.4026430	0.0534703	4.4000000	3781687622.2158098
4.4026430	4.4029204	4.4026430	0.0539239	0.0536231	0.0533879	4.4027355	0.0536450	4.4000000	3781687623.3719583
4.4026430	4.4026430	4.4023656	0.0535216	0.0536413	0.0539765	4.4025505	0.0537132	4.4000000	3781687624.5220990
4.4029204	4.4029204	4.4031980	0.0538959	0.0537839	0.0538024	4.4030129	0.0538274	4.4000000	3781687625.6728263
4.4026430	4.4031980	4.4023656	0.0538142	0.0537916	0.0538027	4.4027355	0.0538028	4.4000000	3781687626.8156953
4.4023656	4.4020882	4.4023656	0.0535884	0.0536995	0.0535668	4.4022731	0.0536182	4.4000000	3781687627.9666424
4.4020882	4.4026430	4.4023656	0.0537913	0.0538421	0.0533874	4.4023656	0.0536736	4.4000000	3781687629.1349921
4.4029204	4.4031980	4.4023656	0.0535498	0.0535102	0.0537104	4.4028280	0.0535902	4.4000000	3781687630.2812128
4.4026430	4.4023656	4.4029204	0.0533699	0.0533559	0.0537074	4.4026430	0.0534777	4.4000000	3781687631.4257455
4.4029204	4.4026430	4.4026430	0.0537346	0.0537449	0.0537952	4.4027355	0.0537582	4.4000000	3781687632.5779920
4.4026430	4.4023656	4.4031980	0.0536923	0.0539319	0.0539763	4.4027355	0.0538668	4.4000000	3781687633.7265873
4.4023656	4.4029204	4.4029204	0.0534540	0.0535652	0.0533505	4.4027355	0.0534565	4.4000000	3781687634.8902512
4.4031980	4.4029204	4.4023656	0.0532893	0.0535612	0.0533584	4.4028280	0.0534030	4.4000000	3781687636.0375590
4.4026430	4.4029204	4.4029204	0.0530635	0.0532580	0.0528935	4.4028279	0.0530717	4.4000000	3781687637.1877871
4.4026430	4.4023656	4.4023656	0.0531550	0.0527335	0.0528262	4.4024581	0.0529049	4.4000000	3781687638.3424864
4.4026430	4.4020882	4.4026430	0.0534044	0.0532058	0.0532196	4.4024581	0.0532766	4.4000000	3781687639.4876800
4.4023656	4.4023656	4.4029204	0.0529347	0.0530390	0.0533171	4.4025505	0.0530969	4.4000000	3781687640.6320753
4.4023656	4.4023656	4.4020882	0.0531978	0.0534532	0.0534523	4.4022731	0.0533677	4.4000000	3781687641.7752705
4.4026430	4.4026430	4.4029204	0.0530601	0.0531316	0.0527690	4.4027355	0.0529869	4.4000000	3781687642.9358840
4.4029204	4.4034754	4.4026430	0.0533328	0.0530579	0.0532937	4.4030129	0.0532282	4.4000000	3781687644.0712862
4.4026430	4.4023656	4.4026430	0.0526000	0.0528537	0.0526439	4.4025505	0.0526992	4.4000000	3781687645.2306185
4.4029204	4.4023656	4.4026430	0.0524626	0.0524215	0.0525235	4.4026430	0.0524692	4.4000000	3781687646.3845782
4.4026430	4.4026430	4.4026430	0.0526197	0.0527934	0.0526024	4.4026430	0.0526718	4.4000000	3781687647.5243902
4.4026430	4.4023656	4.4029204	0.0525228	0.0526116	0.0526201	4.4026430	0.0525848	4.4000000	3781687648.6963015
4.4031980	4.4026430	4.4029204	0.0528903	0.0529444	0.0530158	4.4029205	0.0529502	4.4000000	3781687649.8457761
4.4029204	4.4026430	4.4031980	0.0528577	0.0527867	0.0528435	4.4029205	0.0528293	4.4000000	3781687651.0052776
4.4031980	4.4031980	4.4020882	0.0526790	0.0526482	0.0525962	4.4028281	0.0526411	4.4000000	3781687652.1595602
4.4020882	4.4020882	4.4023656	0.0527870	0.0526317	0.0528279	4.4021807	0.0527489	4.4000000	3781687653.3060894
4.4029204	4.4020882	4.4023656	0.0528580	0.0528476	0.0528612	4.4024581	0.0528556	4.4000000	3781687654.4617767
4.4020882	4.4023656	4.4026430	0.0527110	0.0527058	0.0528340	4.4023656	0.0527502	4.4000000	3781687655.6072345
4.4023656	4.4031980	4.4029204	0.0530961	0.0529795	0.0528652	4.4028280	0.0529803	4.4000000	3781687656.8331618
4.4029204	4.4029204	4.4023656	0.0531175	0.0528669	0.0528946	4.4027355	0.0529597	4.4000000	3781687657.9828329
4.4026430	4.4029204	4.4031980	0.0530349	0.0532334	0.0529313	4.4029205	0.0530665	4.4000000	3781687659.1333494
4.4029204	4.4026430	4.4026430	0.0531798	0.0530186	0.0530949	4.4027355	0.0530978	4.4000000	3781687660.2823305
4.4023656	4.4029204	4.4029204	0.0530275	0.0532542	0.0529318	4.4027355	0.0530712	4.4000000	3781687661.4331369
4.4029204	4.4020882	4.4026430	0.0526693	0.0528834	0.0531066	4.4025505	0.0528864	4.4000000	3781687662.5824871
4.4023656	4.4023656	4.4029204	0.0529685	0.0530400	0.0532613	4.4025505	0.0530899	4.4000000	3781687663.7265992
4.4026430	4.4023656	4.4026430	0.0529770	0.0528978	0.0528430	4.4025505	0.0529059	4.4000000	3781687664.8939838
4.4026430	4.4023656	4.4026430	0.0529757	0.0530362	0.0535905	4.4025505	0.0532008	4.4000000	3781687666.0364194
4.4029204	4.4031980	4.4026430	0.0533802	0.0533908	0.0532854	4.4029205	0.0533521	4.4000000	3781687667.1921248
4.4026430	4.4029204	4.4026430	0.0533696	0.0530811	0.0532438	4.4027355	0.0532315	4.4000000	3781687668.3456330
4.4029204	4.4026430	4.4026430	0.0531895	0.0527544	0.0530481	4.4027355	0.0529973	4.4000000	3781687669.4979434
4.4031980	4.4020882	4.4026430	0.0529487	0.0528811	0.0529969	4.4026431	0.0529422	4.4000000	3781687670.6571231
4.4029204	4.4029204	4.4023656	0.0531696	0.0533468	0.0532867	4.4027355	0.0532677	4.4000000	3781687671.8008938
4.4023656	4.4026430	4.4029204	0.0529770	0.0534648	0.0532741	4.4026430	0.0532386	4.4000000	3781687672.9394279
4.4031980	4.4026430	4.4026430	0.0531423	0.0531172	0.0528833	4.4028280	0.0530476	4.4000000	3781687674.0939841
4.4031980	4.4031980	4.4026430	0.0531891	0.0527906	0.0526572	4.4030130	0.0528789	4.4000000	3781687675.2446961
4.4026430	4.4020882	4.4023656	0.0527430	0.0528863	0.0526246	4.4023656	0.0527513	4.4000000	3781687676.3954000
4.4026430	4.4029204	4.4026430	0.0528797	0.0530597	0.0527805	4.4027355	0.0529066	4.4000000	3781687677.5484343
4.4029204	4.4026430	4.4023656	0.0530005	0.0525508	0.0530965	4.4026430	0.0528826	4.4000000	3781687678.7094655
4.4020882	4.4023656	4.4026430	0.0528479	0.0526981	0.0529650	4.4023656	0.0528370	4.4000000	3781687679.8621664
4.4026430	4.4026430	4.4023656	0.0529169	0.0529332	0.0528692	4.4025505	0.0529064	4.4000000	3781687681.0121102
4.4020882	4.4029204	4.4029204	0.0529707	0.0531113	0.0531726	4.4026430	0.0530849	4.4000000	3781687682.1656938
4.4026430	4.4026430	4.4023656	0.0530762	0.0535337	0.0533603	4.4025505	0.0533234	4.4000000	3781687683.3146114
4.4026430	4.4023656	4.4026430	0.0532790	0.0533830	0.0536970	4.4025505	0.0534530	4.4000000	3781687684.4646778
4.4026430	4.4026430	4.4018108	0.0536697	0.0535301	0.0535974	4.4023656	0.0535991	4.4000000	3781687685.6131158
4.4020882	4.4031980	4.4020882	0.0537040	0.0539026	0.0531488	4.4024581	0.0535851	4.4000000	3781687686.7866130
4.4026430	4.4029204	4.4026430	0.0536886	0.0536045	0.0533557	4.4027355	0.0535496	4.4000000	3781687687.9528146
4.4023656	4.4026430	4.4031980	0.0534694	0.0536304	0.0533472	4.4027355	0.0534823	4.4000000	3781687689.1027808
4.4029204	4.4026430	4.4026430	0.0533701	0.0534419	0.0534417	4.4027355	0.0534179	4.4000000	3781687690.2605934
4.4029204	4.4031980	4.4026430	0.0536263	0.0534727	0.0537109	4.4029205	0.0536033	4.4000000	3781687691.4072137
4.4031980	4.4029204	4.4023656	0.0536057	0.0536518	0.0536086	4.4028280	0.0536220	4.4000000	3781687692.5493655
4.4034754	4.4029204	4.4029204	0.0535144	0.0532541	0.0536935	4.4031054	0.0534873	4.4000000	3781687693.6992264
4.4029204	4.4034754	4.4034754	0.0538402	0.0539480	0.0539127	4.4032904	0.0539003	4.4000000	3781687694.8533711
4.4034754	4.4031980	4.4031980	0.0536773	0.0534905	0.0535921	4.4032905	0.0535866	4.4000000	3781687696.0031199
4.4034754	4.4029204	4.4026430	0.0539417	0.0536965	0.0538442	4.4030129	0.0538275	4.4000000	3781687697.1561990
4.4026430	4.4031980	4.4031980	0.0539793	0.0537004	0.0535500	4.4030130	0.0537432	4.4000000	3781687698.3072009
4.4029204	4.4029204	4.4029204	0.0536546	0.0536289	0.0535543	4.4029204	0.0536126	4.4000000	3781687699.4697289
4.4029204	4.4026430	4.4020882	0.0536033	0.0535646	0.0536151	4.4025505	0.0535943	4.4000000	3781687700.6171584
4.4034754	4.4026430	4.4031980	0.0536890	0.0538582	0.0537643	4.4031055	0.0537705	4.4000000	3781687701.7825394
4.4026430	4.4029204	4.4037528	0.0537289	0.0537190	0.0537408	4.4031054	0.0537295	4.4000000	3781687702.9456377
4.4031980	4.4031980	4.4023656	0.0538960	0.0541844	0.0541206	4.4029205	0.0540670	4.4000000	3781687704.0990834
4.4026430	4.4029204	4.4029204	0.0539703	0.0540453	0.0540694	4.4028279	0.0540283	4.4000000	3781687705.2527270
4.4031980	4.4034754	4.4029204	0.0540768	0.0543226	0.0544188	4.4031979	0.0542728	4.4000000	3781687706.4028358
4.4031980	4.4031980	4.4034754	0.0543034	0.0546128	0.0546043	4.4032905	0.0545068	4.4000000	3781687707.5502334
4.4031980	4.4026430	4.4026430	0.0544394	0.0544961	0.0544866	4.4028280	0.0544741	4.4000000	3781687708.6985874
4.4029204	4.4023656	4.4026430	0.0539405	0.0541013	0.0541402	4.4026430	0.0540607	4.4000000	3781687709.8589663
4.4029204	4.4029204	4.4026430	0.0542934	0.0545324	0.0542004	4.4028279	0.0543421	4.4000000	3781687711.0142302
4.4029204	4.4029204	4.4031980	0.0544252	0.0541127	0.0542747	4.4030129	0.0542709	4.4000000	3781687712.1683626
4.4031980	4.4029204	4.4029204	0.0543189	0.0541705	0.0541300	4.4030129	0.0542065	4.4000000	3781687713.3195839
4.4029204	4.4029204	4.4034754	0.0542234	0.0543354	0.0543123	4.4031054	0.0542903	4.4000000	3781687714.4647112
4.4026430	4.4026430	4.4031980	0.0545083	0.0542629	0.0542832	4.4028280	0.0543515	4.4000000	3781687715.6170049
4.4029204	4.4029204	4.4031980	0.0541454	0.0543386	0.0543509	4.4030129	0.0542783	4.4000000	3781687716.7654238
4.4029204	4.4031980	4.4026430	0.0542515	0.0543882	0.0543623	4.4029205	0.0543340	4.4000000	3781687717.9239097
4.4031980	4.4029204	4.4029204	0.0542531	0.0541722	0.0542972	4.4030129	0.0542409	4.4000000	3781687719.0722442
4.4029204	4.4029204	4.4037528	0.0543638	0.0542202	0.0539640	4.4031979	0.0541827	4.4000000	3781687720.2222633
4.4029204	4.4029204	4.4031980	0.0543214	0.0546694	0.0545316	4.4030129	0.0545074	4.4000000	3781687721.4015465
4.4026430	4.4026430	4.4029204	0.0543611	0.0543350	0.0542541	4.4027355	0.0543167	4.4000000	3781687722.5520086
4.4020882	4.4026430	4.4034754	0.0541189	0.0544719	0.0545830	4.4027355	0.0543913	4.4000000	3781687723.7033696
4.4031980	4.4029204	4.4034754	0.0547140	0.0546802	0.0543479	4.4031979	0.0545807	4.4000000	3781687724.8570671
4.4031980	4.4029204	4.4029204	0.0546454	0.0545996	0.0547509	4.4030129	0.0546653	4.4000000	3781687726.0199766
4.4031980	4.4034754	4.4029204	0.0546448	0.0544532	0.0543034	4.4031979	0.0544671	4.4000000	3781687727.1726170
4.4029204	4.4034754	4.4023656	0.0545796	0.0545092	0.0545292	4.4029205	0.0545393	4.4000000	3781687728.3309450
4.4029204	4.4037528	4.4031980	0.0545988	0.0542911	0.0541990	4.4032904	0.0543630	4.4000000	3781687729.4886718
4.4029204	4.4026430	4.4029204	0.0543113	0.0538756	0.0541377	4.4028279	0.0541082	4.4000000	3781687730.6436682
4.4031980	4.4034754	4.4031980	0.0541272	0.0543012	0.0543175	4.4032905	0.0542487	4.4000000	3781687731.8006272
4.4031980	4.4023656	4.4020882	0.0542330	0.0540050	0.0543116	4.4025506	0.0541832	4.4000000	3781687732.9424882
4.4026430	4.4026430	4.4029204	0.0539932	0.0540267	0.0539546	4.4027355	0.0539915	4.4000000	3781687734.0877376
4.4029204	4.4029204	4.4026430	0.0539160	0.0537809	0.0537584	4.4028279	0.0538184	4.4000000	3781687735.2409759
4.4029204	4.4029204	4.4031980	0.0540104	0.0538149	0.0537885	4.4030129	0.0538713	4.4000000	3781687736.3940310
4.4026430	4.4029204	4.4029204	0.0534075	0.0535952	0.0535521	4.4028279	0.0535183	4.4000000	3781687737.5383310
4.4031980	4.4026430	4.4026430	0.0536895	0.0536105	0.0538192	4.4028280	0.0537064	4.4000000	3781687738.6921782
4.4023656	4.4023656	4.4029204	0.0539509	0.0542159	0.0540799	4.4025505	0.0540822	4.4000000	3781687739.8392529
4.4029204	4.4029204	4.4026430	0.0541369	0.0541984	0.0542143	4.4028279	0.0541832	4.4000000	3781687740.9862728
4.4023656	4.4026430	4.4029204	0.0541189	0.0539571	0.0539365	4.4026430	0.0540041	4.4000000	3781687742.1369247
4.4023656	4.4023656	4.4031980	0.0540025	0.0538770	0.0538844	4.4026431	0.0539213	4.4000000	3781687743.2956042
4.4031980	4.4034754	4.4029204	0.0540222	0.0539310	0.0544119	4.4031979	0.0541217	4.4000000	3781687744.4499178
4.4034754	4.4031980	4.4023656	0.0540844	0.0539940	0.0537408	4.4030130	0.0539398	4.4000000	3781687745.6100478
4.4034754	4.4037528	4.4029204	0.0537579	0.0542476	0.0537125	4.4033829	0.0539060	4.4000000	3781687746.7730918
4.4029204	4.4031980	4.4031980	0.0538854	0.0539145	0.0539308	4.4031055	0.0539102	4.4000000	3781687747.9250946
4.4031980	4.4029204	4.4029204	0.0538320	0.0537709	0.0538883	4.4030129	0.0538304	4.4000000	3781687749.0768962
4.4026430	4.4034754	4.4034754	0.0538283	0.0540476	0.0538477	4.4031979	0.0539079	4.4000000	3781687750.2235551
4.4029204	4.4031980	4.4029204	0.0540242	0.0539414	0.0542304	4.4030129	0.0540653	4.4000000	3781687751.3883009
4.4031980	4.4029204	4.4029204	0.0542188	0.0538478	0.0534883	4.4030129	0.0538516	4.4000000	3781687752.5304584
4.4023656	4.4029204	4.4029204	0.0536065	0.0538651	0.0538007	4.4027355	0.0537575	4.4000000	3781687753.6841450
4.4029204	4.4029204	4.4020882	0.0537110	0.0537788	0.0536276	4.4026430	0.0537058	4.4000000	3781687754.8317904
4.4026430	4.4026430	4.4029204	0.0537365	0.0537594	0.0540842	4.4027355	0.0538600	4.4000000	3781687755.9870968
4.4029204	4.4029204	4.4031980	0.0539505	0.0538434	0.0541250	4.4030129	0.0539730	4.4000000	3781687757.1400824
4.4031980	4.4026430	4.4031980	0.0539114	0.0541708	0.0541701	4.4030130	0.0540841	4.4000000	3781687758.2938070
4.4029204	4.4026430	4.4023656	0.0540300	0.0538048	0.0539128	4.4026430	0.0539159	4.4000000	3781687759.4586239
4.4023656	4.4029204	4.4026430	0.0540642	0.0538068	0.0538443	4.4026430	0.0539051	4.4000000	3781687760.6078057
4.4026430	4.4020882	4.4026430	0.0539054	0.0540772	0.0542058	4.4024581	0.0540628	4.4000000	3781687761.7949910
4.4023656	4.4026430	4.4023656	0.0542430	0.0541133	0.0541634	4.4024581	0.0541732	4.4000000	3781687762.9500766
4.4020882	4.4023656	4.4031980	0.0541322	0.0542164	0.0543937	4.4025506	0.0542474	4.4000000	3781687764.0982218
4.4026430	4.4026430	4.4026430	0.0538747	0.0539200	0.0538513	4.4026430	0.0538820	4.4000000	3781687765.2616320
4.4023656	4.4026430	4.4026430	0.0540321	0.0542536	0.0540410	4.4025505	0.0541089	4.4000000	3781687766.4150944
4.4026430	4.4034754	4.4031980	0.0543313	0.0545088	0.0544056	4.4031055	0.0544152	4.4000000	3781687767.5844426
4.4029204	4.4026430	4.4026430	0.0543635	0.0544061	0.0541961	4.4027355	0.0543219	4.4000000	3781687768.7206216
4.4026430	4.4023656	4.4029204	0.0543788	0.0542186	0.0540712	4.4026430	0.0542229	4.4000000	3781687769.8630910
4.4026430	4.4026430	4.4026430	0.0543518	0.0543209	0.0544058	4.4026430	0.0543595	4.4000000	3781687771.1073046
4.4023656	4.4026430	4.4029204	0.0545293	0.0543729	0.0543842	4.4026430	0.0544288	4.4000000	3781687772.2451200
4.4023656	4.4029204	4.4023656	0.0543514	0.0541311	0.0539665	4.4025505	0.0541497	4.4000000	3781687773.4056816
4.4026430	4.4020882	4.4026430	0.0544145	0.0540767	0.0541251	4.4024581	0.0542054	4.4000000	3781687774.5592289
4.4023656	4.4034754	4.4026430	0.0543620	0.0542004	0.0543511	4.4028280	0.0543045	4.4000000	3781687775.7290754
4.4026430	4.4026430	4.4026430	0.0541688	0.0542796	0.0543242	4.4026430	0.0542576	4.4000000	3781687776.8823175
4.4026430	4.4029204	4.4031980	0.0540311	0.0537934	0.0541899	4.4029205	0.0540048	4.4000000	3781687778.0410566
4.4026430	4.4031980	4.4029204	0.0540415	0.0542344	0.0540460	4.4029205	0.0541073	4.4000000	3781687779.2020912
4.4026430	4.4029204	4.4029204	0.0537802	0.0541396	0.0538223	4.4028279	0.0539140	4.4000000	3781687780.3491473
4.4026430	4.4034754	4.4034754	0.0538155	0.0541802	0.0546210	4.4031979	0.0542056	4.4000000	3781687781.5196290
4.4029204	4.4031980	4.4029204	0.0542161	0.0538925	0.0540065	4.4030129	0.0540383	4.4000000	3781687782.6760631
4.4031980	4.4026430	4.4026430	0.0542696	0.0541126	0.0539223	4.4028280	0.0541015	4.4000000	3781687783.8426871
4.4023656	4.4023656	4.4029204	0.0539973	0.0543892	0.0544714	4.4025505	0.0542860	4.4000000	3781687784.9922562
4.4029204	4.4023656	4.4026430	0.0545219	0.0541756	0.0538469	4.4026430	0.0541814	4.4000000	3781687786.1471753
4.4023656	4.4026430	4.4029204	0.0538402	0.0537621	0.0537699	4.4026430	0.0537908	4.4000000	3781687787.2999086
4.4029204	4.4026430	4.4026430	0.0544953	0.0539199	0.0539111	4.4027355	0.0541088	4.4000000	3781687788.4482408
4.4023656	4.4023656	4.4023656	0.0540947	0.0542441	0.0540554	4.4023656	0.0541314	4.4000000	3781687789.6082969
4.4026430	4.4026430	4.4023656	0.0544154	0.0543875	0.0543831	4.4025505	0.0543953	4.4000000	3781687790.7562070
4.4023656	4.4029204	4.4023656	0.0543742	0.0544765	0.0543344	4.4025505	0.0543950	4.4000000	3781687791.9152274
4.4029204	4.4031980	4.4031980	0.0540555	0.0544941	0.0544561	4.4031055	0.0543353	4.4000000	3781687793.0644946
4.4031980	4.4029204	4.4029204	0.0540527	0.0542428	0.0542084	4.4030129	0.0541680	4.4000000	3781687794.2228928
4.4034754	4.4034754	4.4029204	0.0544486	0.0546398	0.0546868	4.4032904	0.0545917	4.4000000	3781687795.3909359
4.4031980	4.4034754	4.4031980	0.0547786	0.0547837	0.0546248	4.4032905	0.0547290	4.4000000	3781687796.5449362
4.4029204	4.4031980	4.4034754	0.0544853	0.0546258	0.0546350	4.4031979	0.0545820	4.4000000	3781687797.7079449
4.4034754	4.4031980	4.4031980	0.0548471	0.0548412	0.0546703	4.4032905	0.0547862	4.4000000	3781687798.8545656
4.4034754	4.4037528	4.4031980	0.0546430	0.0547363	0.0547534	4.4034754	0.0547109	4.4000000	3781687800.0072160
4.4029204	4.4026430	4.4026430	0.0544737	0.0543460	0.0543583	4.4027355	0.0543927	4.4000000	3781687801.1797314
4.4029204	4.4026430	4.4031980	0.0544412	0.0542952	0.0543112	4.4029205	0.0543492	4.4000000	3781687802.3227062
4.4023656	4.4026430	4.4034754	0.0541642	0.0542844	0.0540248	4.4028280	0.0541578	4.4000000	3781687803.4903545
4.4034754	4.4026430	4.4026430	0.0540993	0.0541018	0.0540589	4.4029205	0.0540867	4.4000000	3781687804.6343632
4.4031980	4.4026430	4.4026430	0.0541988	0.0541042	0.0542180	4.4028280	0.0541737	4.4000000	3781687805.8005986
4.4031980	4.4023656	4.4026430	0.0540663	0.0542022	0.0543621	4.4027355	0.0542102	4.4000000	3781687806.9378638
4.4026430	4.4023656	4.4029204	0.0543488	0.0543775	0.0542525	4.4026430	0.0543263	4.4000000	3781687808.0840850
4.4031980	4.4020882	4.4023656	0.0545934	0.0540917	0.0542528	4.4025506	0.0543127	4.4000000	3781687809.2401018
4.4023656	4.4029204	4.4023656	0.0541659	0.0541365	0.0542709	4.4025505	0.0541911	4.4000000	3781687810.3904614
4.4023656	4.4026430	4.4023656	0.0543523	0.0541640	0.0540247	4.4024581	0.0541803	4.4000000	3781687811.5609970
4.4026430	4.4029204	4.4020882	0.0541350	0.0541269	0.0539343	4.4025505	0.0540654	4.4000000	3781687812.7006168
4.4029204	4.4029204	4.4023656	0.0538547	0.0542316	0.0542922	4.4027355	0.0541262	4.4000000	3781687813.8598008
4.4023656	4.4023656	4.4029204	0.0542381	0.0543699	0.0540692	4.4025505	0.0542257	4.4000000	3781687815.0140576
4.4023656	4.4023656	4.4029204	0.0542539	0.0545134	0.0544714	4.4025505	0.0544129	4.4000000	3781687816.1533375
